OVERALL_RATING,POTENTIAL,VALUE,WAGE,HEIGHT,KIT_NUMBER,WEAK_FOOT,SKILL_MOVES,RELEASE_CLAUSE,POSITION,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,GOALKEEPING,AGE,PREFERRED_FOOT_Left,PREFERRED_FOOT_Right
72,74,2.9,33.0,175,7,3,3,5.7,LW,65,66,75,69,65,56,12,26,False,True
78,81,14.0,23.0,190,20,3,1,26.3,GK,24,28,51,50,36,18,78,28,False,True
67,68,1.2,5.0,179,11,3,3,2.0,ST,64,60,65,69,54,16,10,28,False,True
76,76,6.0,27.0,189,11,3,3,13.2,ST,74,64,61,80,65,24,10,34,False,True
67,67,1.0,2.0,174,34,3,3,1.6,CM,50,56,73,64,63,64,10,30,False,True
61,66,375.0,950.0,200,1,2,1,497.0,GK,20,20,38,40,22,15,61,27,False,True
74,74,4.1,6.0,187,14,3,3,5.3,CM,66,68,76,78,71,68,11,31,False,True
74,75,5.0,28.0,186,9,4,3,10.9,ST,69,64,65,71,63,22,11,27,True,False
68,69,1.4,14.0,185,23,3,3,2.8,LW,59,59,76,66,60,46,10,27,False,True
67,67,1.1,5.0,183,12,5,4,2.2,LM,52,58,77,59,56,31,6,28,False,True
74,75,4.5,37.0,182,44,2,3,8.9,CDM,63,72,64,65,65,73,13,27,True,False
72,74,2.6,27.0,188,5,3,2,5.1,CB,48,51,57,63,53,72,11,28,False,True
62,62,425.0,700.0,175,11,3,2,531.0,LM,55,53,81,71,55,44,12,28,False,True
65,66,750.0,500.0,191,15,4,2,1.7,CB,42,46,56,68,57,64,12,28,False,True
63,66,650.0,1.0,189,14,4,4,861.0,ST,57,63,69,55,50,29,12,26,False,True
75,76,5.5,5.0,180,20,3,2,7.8,CB,61,61,73,77,71,73,11,28,False,True
76,76,6.5,1.0,188,4,3,2,14.3,CB,54,54,63,71,65,77,10,30,False,True
72,72,2.3,7.0,179,8,5,3,2.9,CM,63,69,70,78,67,60,13,29,False,True
66,66,800.0,4.0,190,5,2,2,1.3,CB,49,49,51,60,54,67,12,29,True,False
64,64,525.0,8.0,178,20,5,2,893.0,LB,54,60,67,68,55,59,10,30,True,False
67,67,1.0,4.0,180,10,3,3,2.1,CM,57,67,68,58,59,57,13,31,False,True
69,69,1.4,6.0,181,18,3,3,2.2,ST,69,58,63,71,56,29,13,29,False,True
74,75,3.2,20.0,188,1,3,1,5.5,GK,20,24,49,47,36,18,74,30,True,False
70,70,1.6,7.0,178,10,3,3,2.0,RW,63,70,74,63,61,49,13,31,True,False
72,75,2.8,18.0,185,5,3,3,5.5,CB,49,52,57,63,59,72,11,27,True,False
71,71,1.9,6.0,192,9,3,2,2.4,ST,66,58,60,63,58,24,10,30,False,True
67,67,1.1,9.0,184,7,3,3,0.0,ST,62,58,71,65,53,19,13,27,False,True
73,73,3.1,32.0,179,17,3,4,0.0,RM,63,72,77,59,60,31,10,29,True,False
70,70,1.7,9.0,176,11,5,3,2.7,CAM,62,64,74,63,52,31,10,28,True,False
68,68,1.0,8.0,180,10,4,3,1.6,CM,62,71,73,64,65,44,14,32,False,True
73,74,3.1,7.0,173,7,3,2,4.9,CDM,50,59,71,64,64,72,11,28,False,True
73,73,2.5,16.0,180,28,2,3,4.0,CDM,58,68,74,75,68,66,10,31,False,True
67,68,1.2,6.0,173,10,4,4,0.0,CAM,60,65,77,66,59,21,11,27,False,True
78,80,13.0,1.0,191,16,3,1,29.6,GK,17,21,41,43,25,15,77,27,False,True
64,65,650.0,3.0,180,3,2,2,1.0,LB,45,51,65,59,53,62,11,26,True,False
72,77,3.5,10.0,187,9,3,2,5.3,ST,64,58,64,72,56,17,11,27,False,True
68,68,1.0,7.0,183,6,2,2,1.5,CB,55,50,68,71,58,65,11,30,True,False
70,70,1.6,6.0,167,7,3,3,2.5,RM,67,66,82,63,56,21,12,30,False,True
65,71,925.0,3.0,191,1,3,1,1.8,GK,23,32,52,43,32,20,65,26,False,True
68,69,1.3,3.0,183,12,3,3,2.4,RB,61,62,69,70,62,63,12,27,False,True
56,56,140.0,1.0,175,22,4,2,175.0,CM,54,58,68,49,54,46,13,31,False,True
75,75,6.0,14.0,185,90,4,3,10.8,ST,66,58,73,77,58,24,12,29,False,True
67,69,1.3,5.0,174,17,2,3,1.9,CF,58,59,83,63,57,38,12,27,False,True
69,72,1.6,8.0,192,8,3,2,2.7,CB,54,62,67,71,64,66,11,26,False,True
71,73,1.8,3.0,185,12,2,1,2.5,GK,23,26,54,47,33,18,71,28,False,True
66,67,925.0,4.0,184,6,3,2,1.7,LB,54,59,64,68,57,65,13,27,True,False
75,77,0.0,0.0,179,6,3,3,0.0,CDM,63,73,74,78,70,69,10,27,False,True
63,64,550.0,4.0,175,8,3,2,1.0,CM,54,58,78,73,65,65,12,27,False,True
71,76,2.5,10.0,190,6,3,2,3.9,CB,47,47,61,58,57,72,9,27,False,True
74,75,4.4,8.0,166,20,2,3,6.7,CDM,53,61,79,61,68,75,11,27,False,True
74,74,4.5,13.0,169,16,3,4,9.0,LW,60,70,81,55,61,41,13,28,False,True
67,67,1.1,8.0,175,29,3,3,2.1,LW,62,65,73,57,54,37,10,28,True,False
69,70,1.7,14.0,186,24,3,3,0.0,ST,64,61,68,70,50,23,9,27,False,True
71,77,2.4,9.0,189,13,2,1,5.5,GK,16,19,43,41,28,14,71,26,False,True
68,71,1.6,2.0,180,8,3,3,2.6,CM,65,65,77,77,64,60,11,27,False,True
64,67,600.0,2.0,187,1,2,1,945.0,GK,20,25,49,42,27,20,63,27,False,True
78,79,13.5,48.0,190,3,2,2,26.7,CB,53,48,41,62,61,78,11,29,False,True
66,66,850.0,4.0,186,93,3,3,1.8,ST,60,53,68,73,54,20,10,30,False,True
74,74,4.2,12.0,182,23,4,3,6.3,CM,68,71,74,78,70,63,13,30,False,True
71,72,1.8,7.0,190,12,3,2,3.0,CB,52,53,51,71,59,70,12,29,False,True
70,70,1.6,10.0,175,11,3,3,2.8,ST,64,69,81,67,62,32,13,29,False,True
64,65,675.0,3.0,175,29,4,3,1.2,CM,57,63,78,68,63,57,12,27,False,True
76,76,6.5,40.0,182,17,3,3,0.0,CDM,67,68,66,73,73,75,11,30,False,True
72,77,3.1,12.0,187,4,2,2,6.4,CB,48,48,61,60,52,71,12,26,False,True
76,76,7.0,37.0,173,25,3,3,13.3,LB,59,68,82,69,68,71,11,29,True,False
69,69,1.5,9.0,193,28,3,3,2.3,ST,63,52,60,67,57,20,13,28,False,True
64,64,190.0,1.0,191,18,3,2,333.0,CB,37,33,53,57,49,64,11,35,False,True
62,62,400.0,2.0,191,3,2,2,700.0,LB,50,51,67,58,54,57,12,27,True,False
66,66,900.0,2.0,180,7,3,3,1.1,RW,56,63,76,65,58,36,12,29,False,True
69,69,1.5,2.0,173,8,3,3,2.1,RM,52,68,81,73,59,42,13,28,True,False
69,69,1.5,6.0,174,15,3,3,2.1,LM,56,64,75,67,64,61,10,28,True,False
75,75,5.5,17.0,180,33,2,3,8.3,LB,63,72,73,77,72,74,13,29,True,False
76,76,8.0,36.0,176,13,3,3,13.6,RW,73,65,79,77,58,48,10,28,False,True
69,69,1.3,5.0,183,18,3,2,2.0,LB,51,67,65,64,55,69,12,29,True,False
71,71,1.6,650.0,175,5,3,2,3.5,CDM,55,62,66,68,66,70,13,30,False,True
72,72,2.5,8.0,184,15,3,3,5.3,ST,69,66,79,78,61,49,12,29,False,True
76,76,7.0,37.0,183,8,2,3,13.3,CDM,64,70,62,73,69,75,9,28,False,True
72,74,2.5,8.0,181,4,3,2,4.2,CB,56,61,70,66,61,71,11,28,False,True
60,60,275.0,650.0,175,7,3,2,426.0,LM,52,56,70,57,50,43,10,28,False,True
78,78,13.5,48.0,187,5,3,3,23.0,CM,74,71,67,80,76,75,4,32,False,True
79,79,17.5,74.0,185,12,4,3,29.8,LW,77,74,80,76,70,43,14,30,False,True
67,67,1.1,5.0,180,11,4,4,1.9,LM,59,62,79,61,52,39,10,27,False,True
67,68,1.2,2.0,189,11,4,2,1.7,ST,61,51,64,71,51,25,12,27,False,True
74,75,5.0,38.0,181,7,3,3,8.9,CF,68,71,74,72,63,24,12,27,True,False
75,75,4.8,25.0,174,28,3,2,10.1,RB,58,60,67,63,58,75,12,31,False,True
68,69,1.4,17.0,168,8,4,3,2.8,CAM,58,63,81,67,61,47,13,28,False,True
69,70,1.7,4.0,181,23,3,4,0.0,LM,59,68,76,63,55,23,12,27,False,True
68,68,600.0,3.0,193,21,3,1,840.0,GK,16,21,51,46,30,14,66,34,False,True
74,74,4.2,18.0,181,11,3,3,7.6,RW,62,62,79,68,62,45,11,29,False,True
80,80,22.5,61.0,177,20,4,4,38.3,LW,73,73,85,68,70,55,12,28,False,True
72,72,2.3,30.0,176,23,4,2,3.9,RB,52,57,71,52,53,70,9,28,False,True
76,78,8.0,34.0,195,13,3,2,15.8,CB,58,52,42,62,65,78,11,29,False,True
75,78,6.5,37.0,191,33,3,2,0.0,CB,62,58,68,71,63,77,10,27,True,False
71,71,1.8,9.0,183,94,3,3,3.6,RB,59,62,75,64,63,65,11,29,False,True
77,78,12.5,40.0,183,11,4,4,24.7,LM,62,72,80,68,58,40,11,27,False,True
69,69,1.5,6.0,178,10,4,3,1.9,ST,64,65,73,72,60,37,12,28,False,True
74,77,5.5,19.0,180,19,3,3,12.5,ST,69,66,75,74,60,33,10,26,False,True
69,73,1.5,11.0,185,12,3,1,3.0,GK,17,15,43,44,30,15,70,27,False,True
71,71,1.8,4.0,184,10,3,4,2.9,ST,63,59,72,77,57,23,9,31,True,False
70,75,1.9,3.0,186,1,2,1,3.5,GK,18,18,49,41,25,18,69,27,False,True
73,73,3.0,21.0,186,6,3,3,6.0,CM,62,65,64,72,68,73,10,29,True,False
68,69,925.0,5.0,189,16,3,1,1.6,GK,19,19,48,42,25,17,67,30,False,True
68,68,1.2,500.0,170,11,3,4,2.6,LM,61,66,75,67,58,22,11,30,True,False
68,72,1.3,3.0,183,1,3,1,2.4,GK,23,26,50,50,34,18,68,28,False,True
75,75,3.9,900.0,189,5,3,3,8.6,CDM,62,66,63,73,71,72,13,32,False,True
65,66,825.0,2.0,176,16,3,2,1.1,CM,60,60,72,67,59,62,13,27,False,True
74,74,3.4,13.0,186,9,3,3,5.3,ST,71,59,71,79,71,26,9,34,True,False
69,69,1.5,6.0,188,70,2,3,3.2,ST,64,60,71,67,60,24,10,28,False,True
73,75,3.3,7.0,193,21,3,2,5.2,CB,44,46,51,57,53,72,11,28,False,True
74,74,3.8,21.0,180,27,4,2,6.8,RB,58,59,71,70,62,75,10,29,False,True
72,75,2.7,22.0,193,6,3,2,5.3,CB,46,47,53,63,58,72,10,28,True,False
77,77,9.5,23.0,173,23,3,3,20.0,RB,59,62,77,69,63,76,11,30,False,True
68,68,1.0,3.0,185,13,4,2,1.5,CB,39,44,51,57,49,66,13,31,False,True
62,63,475.0,2.0,183,45,3,3,867.0,ST,59,55,70,70,49,38,11,28,False,True
70,70,0.0,0.0,182,6,5,3,0.0,CM,66,66,65,74,63,61,12,33,True,False
73,75,3.3,1.0,185,16,3,2,7.5,CB,60,53,68,66,58,73,12,28,False,True
71,71,210.0,5.0,190,1,3,1,315.0,GK,18,16,44,48,24,21,70,37,False,True
71,71,1.3,3.0,173,3,4,3,2.0,RB,57,60,82,74,58,65,12,33,False,True
74,74,3.5,32.0,183,55,4,2,0.0,CB,45,49,63,64,52,76,11,31,False,True
79,79,15.0,48.0,182,77,3,3,25.5,LWB,71,71,74,75,71,77,9,31,False,True
70,70,1.7,20.0,180,9,3,3,3.2,ST,64,56,76,64,54,30,9,28,False,True
72,72,2.5,12.0,173,39,3,3,4.8,RM,62,69,74,69,69,68,12,29,False,True
74,74,3.8,15.0,172,29,4,3,5.3,RB,55,63,79,64,61,72,10,29,False,True
69,70,1.5,12.0,179,32,3,2,0.0,RB,51,48,75,53,55,71,12,28,False,True
77,77,9.0,24.0,170,3,3,3,16.2,LB,64,67,76,72,65,78,12,32,True,False
69,69,1.4,6.0,175,10,3,3,0.0,CAM,67,72,70,73,68,61,12,30,False,True
73,77,3.3,25.0,196,1,3,1,6.5,GK,19,26,50,48,29,17,73,27,False,True
73,74,3.3,32.0,179,22,3,3,5.9,LWB,67,73,76,64,69,69,13,28,True,False
72,72,2.5,9.0,170,11,4,3,3.9,ST,68,66,83,72,52,20,12,29,False,True
68,68,1.2,5.0,184,28,3,3,1.9,RB,51,57,73,61,59,66,13,28,False,True
74,74,4.6,22.0,184,9,4,4,9.7,ST,69,64,63,75,71,25,10,29,False,True
72,75,3.0,14.0,176,22,3,4,6.2,CM,62,73,71,62,66,61,13,27,False,True
76,76,7.0,13.0,176,22,2,4,14.0,LB,57,72,77,66,72,72,11,30,True,False
79,79,8.5,40.0,180,22,4,4,17.9,ST,77,76,81,73,72,48,13,36,False,True
74,75,4.2,13.0,199,5,2,2,8.3,CB,46,45,53,62,56,73,11,28,True,False
69,69,1.5,22.0,172,7,3,4,0.0,LW,57,61,77,63,57,44,11,28,False,True
77,77,10.5,16.0,187,20,4,3,21.0,ST,75,65,70,79,69,37,12,31,True,False
75,75,5.5,49.0,178,2,4,3,10.5,RB,66,70,69,69,68,74,11,29,False,True
71,73,2.0,6.0,192,2,2,2,3.7,CB,49,47,60,71,59,69,10,28,False,True
73,73,2.0,16.0,190,25,3,2,4.0,CB,55,54,66,60,59,77,12,33,False,True
57,58,200.0,2.0,188,24,2,2,365.0,ST,49,50,62,58,49,26,10,28,False,True
74,74,4.2,41.0,182,8,5,4,8.0,CM,69,76,66,67,71,66,10,29,False,True
78,78,7.5,8.0,188,18,2,1,11.3,GK,19,22,51,50,30,14,77,33,False,True
61,62,375.0,4.0,183,11,3,3,684.0,CM,55,56,69,69,59,57,9,27,False,True
73,73,1.0,9.0,178,5,3,2,2.1,CB,55,63,69,74,58,74,14,35,False,True
78,78,10.0,16.0,184,6,3,3,20.0,LB,67,74,68,74,69,78,11,33,True,False
66,66,850.0,3.0,168,18,2,3,1.3,LM,54,57,84,63,54,43,12,29,True,False
73,73,2.5,20.0,178,17,4,4,4.5,CAM,63,69,77,64,57,45,12,32,False,True
74,74,2.1,22.0,188,13,3,2,3.2,ST,74,69,54,76,74,38,11,35,False,True
66,66,675.0,3.0,173,13,3,3,1.0,LM,62,65,70,64,60,50,9,33,False,True
74,74,4.6,25.0,177,10,3,4,9.7,RM,66,73,78,70,63,29,12,28,True,False
75,77,4.8,7.0,203,44,3,1,7.6,GK,20,24,54,50,27,13,73,29,True,False
70,70,1.7,25.0,185,19,3,3,3.2,RW,60,61,74,66,55,39,10,28,True,False
69,69,1.2,4.0,179,20,3,2,2.1,CDM,61,63,70,75,66,63,13,29,False,True
68,68,825.0,4.0,174,11,4,3,1.3,LWB,62,68,72,70,67,58,12,33,True,False
64,64,500.0,2.0,189,14,2,2,875.0,CB,39,37,57,62,45,64,11,29,False,True
72,73,2.7,7.0,177,23,5,3,4.3,CM,66,73,75,80,70,66,10,28,False,True
63,63,400.0,1.0,199,9,2,2,500.0,ST,60,56,41,61,54,29,12,32,False,True
71,71,1.6,21.0,175,23,3,3,0.0,LB,49,65,79,61,62,67,10,31,True,False
70,70,1.5,6.0,182,15,3,3,1.9,RW,63,67,75,69,61,47,10,32,True,False
76,76,6.5,19.0,170,6,3,3,13.0,CDM,55,64,74,71,64,74,11,30,False,True
76,76,7.5,43.0,176,20,3,3,14.3,CM,68,75,74,69,71,68,12,30,False,True
73,75,3.2,20.0,189,27,4,2,6.0,CB,52,61,61,68,63,74,10,28,False,True
65,66,575.0,4.0,194,22,2,1,1.0,GK,21,22,50,41,27,15,64,30,True,False
71,71,1.6,25.0,191,15,3,2,0.0,CB,43,37,55,61,55,72,10,30,False,True
74,74,4.1,11.0,183,10,3,3,6.6,RM,71,70,75,75,67,38,12,31,False,True
73,73,3.1,8.0,183,10,2,4,6.5,CAM,73,76,62,70,67,42,12,30,True,False
64,64,60.0,2.0,188,1,2,1,87.0,GK,20,18,36,38,22,18,63,37,True,False
73,73,2.0,800.0,184,32,3,1,4.4,GK,19,22,58,45,24,20,72,31,False,True
64,66,650.0,2.0,179,6,3,2,861.0,CDM,51,57,71,70,59,59,10,27,False,True
72,72,2.2,29.0,176,22,3,3,0.0,CDM,52,60,67,69,65,70,12,28,False,True
67,67,1.1,15.0,188,23,2,3,0.0,ST,54,51,68,69,53,24,10,28,False,True
69,70,1.6,6.0,171,35,4,4,2.3,CAM,60,71,74,64,59,31,13,28,False,True
76,76,6.5,40.0,179,9,3,3,11.1,ST,74,71,68,75,63,25,11,33,False,True
71,71,2.0,22.0,177,4,2,3,0.0,CM,67,73,65,79,67,64,13,28,True,False
69,72,1.7,5.0,185,28,2,2,2.4,RB,55,59,70,74,58,66,10,27,False,True
66,66,850.0,3.0,169,26,2,3,1.2,LM,59,66,80,66,57,30,11,30,False,True
77,77,9.5,30.0,185,12,2,3,20.0,LB,63,71,75,71,69,74,12,31,True,False
76,76,5.5,16.0,174,18,3,3,7.7,LB,64,73,77,76,74,70,11,32,True,False
68,68,1.2,2.0,175,20,3,3,1.7,LM,59,66,72,66,61,53,11,29,False,True
70,70,1.0,2.0,195,3,3,2,1.4,CB,44,45,52,64,49,68,11,34,False,True
67,67,1.0,4.0,183,7,3,4,1.6,RW,56,57,79,77,49,48,10,30,False,True
72,72,1.6,3.0,183,16,3,3,2.2,CDM,62,64,61,73,70,67,13,34,False,True
76,76,7.0,16.0,178,17,3,2,9.8,CB,63,61,72,76,74,74,14,29,False,True
79,79,1.9,10.0,189,1,3,1,2.7,GK,21,23,48,50,35,16,78,37,False,True
69,69,700.0,2.0,178,13,2,2,980.0,CDM,43,49,61,62,61,68,10,35,False,True
73,75,3.3,9.0,182,6,3,2,4.9,CDM,61,65,68,72,65,70,12,28,False,True
70,70,1.7,5.0,170,77,4,3,2.6,LM,63,69,78,64,60,40,11,29,False,True
68,68,1.3,2.0,179,6,3,3,1.8,CM,52,65,68,64,60,60,13,28,False,True
73,73,2.5,9.0,191,23,2,2,3.8,CB,53,52,59,64,58,73,11,31,True,False
70,70,1.2,8.0,172,21,2,3,1.8,LB,62,70,71,72,61,66,11,32,True,False
71,71,2.0,6.0,172,11,3,4,2.8,RW,59,65,80,65,64,58,10,27,False,True
68,68,1.3,550.0,178,10,3,3,2.8,ST,62,60,73,75,58,35,10,29,False,True
70,70,1.3,17.0,188,16,2,2,2.5,CB,51,62,64,66,56,69,12,31,True,False
73,73,2.5,13.0,182,4,2,2,3.8,CB,58,64,72,67,66,74,13,31,False,True
76,76,7.5,1.0,171,8,3,3,16.5,CM,69,74,78,73,74,72,12,30,False,True
71,71,975.0,9.0,170,8,3,3,1.5,RB,59,63,75,73,69,66,11,35,False,True
74,74,3.8,22.0,184,3,3,3,8.0,LB,71,73,75,77,72,71,9,29,True,False
80,81,16.0,19.0,191,1,2,1,23.6,GK,16,21,53,50,34,18,79,30,False,True
69,69,1.4,8.0,191,22,2,2,2.8,ST,64,62,66,71,59,26,9,29,False,True
70,70,1.2,8.0,184,29,3,3,1.8,RB,59,60,60,74,61,70,10,32,False,True
68,68,1.0,9.0,180,26,3,3,0.0,RB,58,61,72,65,64,62,9,31,False,True
70,70,1.6,20.0,180,9,3,3,3.0,ST,65,58,74,63,57,26,10,31,False,True
73,74,2.9,10.0,183,14,2,2,4.9,CB,63,58,70,68,62,73,11,29,False,True
74,76,4.5,19.0,181,5,3,2,9.3,CB,56,51,61,63,61,74,12,29,False,True
69,69,1.3,13.0,175,22,3,3,2.5,RB,45,50,72,54,54,70,12,29,False,True
76,77,9.0,44.0,187,9,3,3,0.0,ST,71,71,69,75,67,35,11,27,False,True
59,59,220.0,4.0,180,31,3,3,385.0,ST,56,54,69,64,56,38,12,31,False,True
67,67,925.0,5.0,169,33,2,3,0.0,LWB,53,55,77,68,58,64,9,30,True,False
68,68,1.2,4.0,176,11,4,3,1.9,RM,62,69,73,66,55,40,12,31,True,False
66,66,875.0,3.0,184,12,2,3,1.4,ST,64,55,62,62,53,34,12,30,False,True
72,72,2.3,9.0,174,92,2,3,3.1,CF,67,72,83,73,62,43,11,31,True,False
70,70,1.6,12.0,183,13,4,3,2.6,CAM,66,65,75,74,58,31,12,30,True,False
70,70,1.6,17.0,182,30,2,3,2.7,CM,68,72,58,77,63,61,12,30,False,True
74,76,4.5,26.0,192,25,4,3,8.0,CB,58,55,68,64,57,74,12,28,False,True
74,74,3.6,28.0,186,7,4,3,6.5,ST,70,62,70,75,67,30,12,33,False,True
67,67,850.0,3.0,188,21,3,2,1.2,CB,64,56,60,79,57,66,12,31,False,True
68,69,1.3,12.0,178,2,3,2,2.5,RB,52,55,75,64,60,63,11,28,False,True
72,73,2.7,21.0,179,8,5,3,5.3,CM,59,72,70,69,64,68,12,28,True,False
76,76,6.0,26.0,181,8,4,3,10.8,LM,70,75,81,66,67,65,11,33,False,True
78,78,13.5,32.0,175,29,3,3,25.7,RWB,71,72,82,75,73,68,11,28,False,True
71,71,975.0,7.0,174,24,3,3,1.6,LB,62,67,77,73,65,63,12,34,True,False
67,67,1.1,10.0,171,7,4,3,1.4,LW,63,68,72,67,58,51,11,28,False,True
75,75,3.8,12.0,188,1,4,1,6.1,GK,16,24,46,50,25,13,75,31,False,True
65,66,875.0,3.0,187,9,4,3,1.3,ST,59,56,73,70,55,19,9,27,False,True
73,73,2.9,18.0,180,21,3,3,6.1,RM,62,73,80,72,68,57,11,31,False,True
67,67,1.0,9.0,175,18,3,3,1.9,ST,61,53,80,64,57,32,13,29,False,True
78,78,15.0,17.0,174,45,3,4,30.0,CAM,69,79,81,65,68,31,9,29,True,False
75,75,6.0,15.0,179,9,5,3,7.5,ST,69,67,81,79,68,33,11,30,False,True
69,69,1.4,14.0,184,37,4,3,2.2,CAM,66,74,69,74,57,33,10,29,True,False
70,70,1.7,850.0,175,71,3,4,3.7,ST,64,65,80,75,63,26,11,28,False,True
72,73,2.4,10.0,186,23,4,2,4.0,CDM,56,59,61,71,62,72,12,29,False,True
73,73,3.1,4.0,172,16,3,4,5.0,CAM,66,70,86,69,66,54,12,29,False,True
65,65,725.0,4.0,190,17,4,3,1.2,CM,61,57,59,73,64,55,11,30,False,True
76,76,7.0,43.0,179,25,2,4,13.3,LB,66,74,77,75,67,72,8,30,True,False
59,60,275.0,2.0,189,21,3,3,0.0,RM,48,56,68,61,45,20,12,27,False,True
66,66,400.0,700.0,170,10,3,3,540.0,LW,60,63,74,53,59,39,11,35,False,True
72,72,725.0,8.0,181,21,3,3,1.1,LB,62,68,71,71,70,72,9,36,True,False
72,72,1.5,6.0,186,4,3,2,2.3,CB,52,50,55,72,53,72,12,33,False,True
61,64,375.0,2.0,182,17,3,2,684.0,CDM,52,55,68,67,56,60,11,27,False,True
75,75,6.0,26.0,174,11,3,4,0.0,RW,63,75,79,68,59,29,12,28,True,False
69,69,1.3,4.0,171,2,2,2,2.0,RB,56,55,82,71,60,64,11,30,False,True
82,82,30.0,22.0,179,20,4,3,60.0,RM,74,78,76,73,80,69,9,30,False,True
71,71,2.0,4.0,180,10,3,3,0.0,CM,67,72,68,74,73,70,12,28,False,True
73,73,3.3,17.0,180,9,3,3,6.6,ST,71,65,74,71,53,28,11,29,False,True
73,76,3.5,36.0,185,26,3,2,6.6,CB,57,56,66,61,56,75,11,28,True,False
71,71,1.8,5.0,171,6,2,2,2.6,CDM,45,52,67,65,56,68,11,29,False,True
72,73,2.7,7.0,177,23,5,3,4.3,CM,66,73,75,80,70,66,10,28,False,True
63,63,400.0,1.0,199,9,2,2,500.0,ST,60,56,41,61,54,29,12,32,False,True
64,64,525.0,2.0,175,21,2,3,709.0,LB,51,56,63,56,57,60,13,30,True,False
72,72,2.5,7.0,172,18,4,3,4.5,LW,58,69,80,55,59,36,12,29,False,True
72,72,2.3,7.0,179,76,4,3,4.8,CM,65,72,70,74,65,54,13,29,False,True
68,68,1.2,3.0,167,14,4,3,1.6,CM,60,70,76,73,62,44,13,29,False,True
66,66,600.0,7.0,189,12,2,1,1.0,GK,15,16,48,43,27,14,65,30,False,True
77,77,7.0,15.0,186,13,2,1,14.7,GK,17,20,56,52,35,16,76,31,True,False
76,76,7.5,26.0,188,18,4,3,11.3,ST,67,61,71,80,62,21,10,30,False,True
74,74,2.9,15.0,188,1,3,1,4.6,GK,20,23,55,50,35,18,73,30,False,True
68,68,1.0,11.0,187,6,3,2,1.5,CB,46,50,55,55,56,66,13,31,True,False
64,64,625.0,500.0,180,38,3,3,1.3,CM,61,64,67,66,60,57,12,29,False,True
67,67,525.0,500.0,177,26,4,3,1.2,RWB,63,60,74,73,66,62,11,35,False,True
73,73,3.0,20.0,191,93,3,3,6.0,ST,67,59,60,72,69,24,13,30,False,True
74,74,2.9,27.0,178,33,2,3,5.5,RB,66,69,76,72,68,71,10,33,False,True
65,65,625.0,2.0,188,24,3,2,1.1,CDM,52,62,60,61,61,63,12,30,True,False
75,75,3.7,650.0,187,91,3,1,8.1,GK,27,25,37,41,28,21,76,32,True,False
78,78,13.5,56.0,182,18,3,4,25.7,RW,71,81,75,66,64,24,11,31,True,False
72,72,2.3,11.0,177,10,4,4,3.6,CAM,59,67,73,65,56,37,15,30,False,True
72,72,2.1,21.0,190,22,3,2,3.6,LB,62,71,66,75,62,70,11,30,True,False
68,68,1.3,10.0,185,7,2,4,2.1,LM,64,67,76,70,59,31,12,29,False,True
65,65,725.0,2.0,177,3,3,3,1.1,LM,51,55,74,57,59,63,13,29,True,False
82,82,28.0,59.0,185,13,3,2,47.6,CB,50,55,66,69,59,85,11,28,True,False
78,78,14.0,27.0,174,22,4,4,29.4,LM,67,76,85,75,68,33,10,30,False,True
69,69,1.2,8.0,187,19,3,2,1.9,CDM,51,57,65,65,62,67,11,32,False,True
73,73,2.6,27.0,182,51,3,2,5.2,CB,55,61,73,69,57,74,9,29,False,True
64,64,625.0,1.0,178,82,3,3,969.0,CM,58,62,57,60,68,56,10,28,False,True
72,72,2.0,24.0,171,12,5,3,3.4,LB,59,63,78,67,62,68,12,31,False,True
77,77,7.0,36.0,193,26,2,2,11.9,CB,42,50,52,58,52,75,11,32,False,True
68,68,1.2,2.0,183,6,3,3,1.5,LB,60,68,73,71,66,64,11,28,True,False
73,73,2.6,22.0,182,23,2,3,4.4,LWB,66,69,67,73,66,71,11,32,True,False
69,69,1.4,5.0,175,20,4,3,2.1,CAM,64,66,73,67,63,50,11,29,False,True
68,68,1.2,7.0,180,99,3,3,1.5,ST,60,55,74,72,58,28,12,29,False,True
76,76,8.0,66.0,180,8,4,4,0.0,CM,72,75,72,73,74,71,12,29,False,True
79,79,17.0,12.0,170,10,4,4,25.5,CAM,67,76,74,68,65,39,12,31,True,False
69,71,1.5,2.0,186,6,2,2,2.4,CB,51,48,66,60,54,71,13,29,False,True
73,74,2.9,22.0,188,26,3,2,5.7,CB,56,51,64,68,62,73,11,29,False,True
69,69,1.2,5.0,176,27,3,3,2.5,RB,55,63,76,63,63,65,10,32,False,True
67,67,800.0,700.0,167,32,4,3,1.1,LW,57,68,70,57,58,44,12,34,False,True
79,79,17.5,35.0,171,14,2,4,36.8,LM,71,79,80,66,64,45,12,30,True,False
72,72,2.0,17.0,179,6,3,2,4.4,CDM,55,58,61,72,62,71,11,31,False,True
65,65,625.0,2.0,182,22,2,2,1.1,CB,49,51,68,64,57,65,9,29,False,True
71,71,1.9,28.0,173,23,4,4,3.6,CAM,67,72,73,66,69,50,12,30,False,True
64,64,475.0,500.0,177,7,4,4,1.0,CAM,63,67,66,59,58,37,11,33,False,True
64,64,575.0,8.0,170,33,3,2,978.0,RB,52,57,68,61,58,61,12,29,False,True
64,64,575.0,3.0,178,3,2,3,1.0,LWB,55,60,81,63,59,57,10,28,True,False
